#{"t_start": 1715252734.559006, "env_id": "PandaReachObjEnv-v0"}
r,l,t
-393.307828,501,4.396141
-202.984392,501,8.100545
-359.639393,501,11.860625
-6.382508,37,12.52346
-448.485595,501,16.717161
-2.002425,17,23.909344
-299.136763,501,28.084437
-179.678195,501,32.397923
-241.376435,501,36.661423
-214.075974,501,41.480059
-189.642123,501,4.573041
-149.801345,501,8.74006
-176.065307,501,13.170902
-170.896813,501,17.561632
-127.233388,501,28.671263
-156.757318,501,33.572652
-155.181063,501,38.328082
-155.547686,501,43.157128
-8.427856,48,44.021645
-154.0451,501,5.15585
-238.451473,501,9.696897
-148.694301,501,14.654328
-176.585619,501,19.433342
-0.490787,7,19.563408
-0.227609,3,19.663903
-0.317737,4,19.831133
-166.794748,501,31.171288
-89.300803,501,36.165024
-161.446096,501,40.955109
-112.655819,501,45.966294
-61.437609,501,57.742325
-142.903282,501,62.942075
-73.681855,501,67.682503
-148.045588,501,72.605603
-0.531319,5,72.712772
-144.766281,501,84.294771
-144.527785,501,89.538979
-10.149534,78,90.994389
-140.943593,501,96.205502
-1.913294,17,96.415644
-0.185716,3,96.506471
-186.800164,501,101.748894
-0.147923,2,0.594899
-145.959802,501,5.189003
-286.239074,501,9.892042
-164.78071,501,15.030068
-0.35999,4,15.212636
-0.763562,8,15.410684
-0.731979,9,15.634986
-144.338925,501,20.648373
-2.233821,16,21.181415
-0.726533,8,28.314403
-294.223648,501,33.323718
-152.596727,501,38.969638
-161.552238,501,44.058904
-310.643022,501,49.553258
-205.936971,501,62.94683
-0.374108,5,63.193357
-130.451948,501,69.333691
-166.980046,501,74.621898
-127.679519,501,79.886785
-0.694944,8,80.094175
-50.343805,501,92.650796
-0.312709,4,92.740799
-143.423084,501,98.422278
-0.427209,5,98.524909
-0.273438,4,98.624852
-226.688098,501,104.657768
-84.247912,501,109.863883
-0.245307,3,109.949436
-0.133585,2,110.025818
-0.318177,4,110.117228
